StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_BallotBoxStuffing,Informed Consent,NHST Screener ,Age Screener ,Position ,Appointment ,Appointment _4_TEXT,Gender,Gender_5_TEXT,Minority Status,country,HARKing V._4,Optional Stopping V._4,Hide Imputation V._1,Switch Analysis V._1,Selective Cov. V. _1,Exclude Selective V._1,Underreport Res. V._1,Omit non-sig. V._1,Selective Outcome V._1,Round P-value V._1,Hide Problems V._1,Attention Check,Descriptive 1,Injunctive 1,Engaged 1,Use 1,Support 1,Descriptive 2,Injunctive 2,Engaged 2,Use 2,Support 2,Descriptive 3,Injunctive 3,Engaged 3,Use 3,Support 3,Descriptive 4,Injunctive 4,Engaged 4,Use 4 ,Support 4 ,Descriptive 5,Injunctive 5,Engaged 5,Use 5,Support 5,Descriptive 6,Injunctive 6,Engaged 6,Use 6,Support 6 ,Descriptive 7,Injunctive 7,Engaged 7,Use 7 ,Support 7,Descriptive 8,Injunctive 8,Engaged 8,Use 8,Support 8,Descriptive 9,Injunctive 9,Engaged 9,Use 9,Support 9,Descriptive 10,Injunctive 10,Engaged 10,Use 10,Support 10,Descriptive 11,Injunctive 11,Engaged 11,Use 11 ,Support 11,Q99,PPQr_1,PPQr_2,PPQr_3,PPQr_4,PPQr_5,PPQr_6,PPQr_7,PPQr_8,PPQr_9,PPQr_10,PPQr_11,PPQr_12,PPQr_13,PPQr_14,PPQr_15,PPQr_16,PPQr_17,PPQr_18,PPQr_19,Social Desirability_1,Social Desirability_2,Social Desirability_3,Social Desirability_4,Social Desirability_5,Social Desirability_6,Social Desirability_7,Social Desirability_8,Social Desirability_9,Social Desirability_10,Social Desirability_11,Social Desirability_12,Social Desirability_13,Feedback,Q104,HARKing Statement A,Optional Stopping Statement A,Hide Imputation Statement A,Switch Analysis Selectively Statement A,Selectively Include Covariates Statement A,Exclude Data Selectively Statement A,Underreport Results Statement A,Omit non-significant Statement A,Selectively Report Outcomes Statement A,Round P-Values Statement A,Hide Problems Statement A
10/10/24 15:28,10/10/24 15:29,IP Address,68.6.81.142,100,41,TRUE,10/10/24 15:29,R_1BsMm3nIftNbGd9,,,,,34.445,-119.8046,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/24 15:15,10/10/24 15:30,IP Address,134.173.179.243,100,841,TRUE,10/10/24 15:30,R_6KxVO8h2mY2omGT,,,,,34.1091,-117.7126,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Psychology department,,Male,,No,United States of America,-2,4.1,-4.5,3.5,-5,2.3,3.8,-4.3,1.8,-5,3.6,Agree,10,Strongly disapprove,No,,Never,50,Somewhat approve,No,,Rarely,5,Strongly disapprove,No,,Never,40,Strongly disapprove,No,,Never,70,Somewhat approve,No,,Rarely,10,Strongly disapprove,No,,Never,80,Somewhat approve,Yes,5,Rarely,80,Somewhat approve,Yes,10,Rarely,20,Somewhat disapprove,Yes,3,Rarely,20,Strongly disapprove,No,,Never,15,Strongly disapprove,No,,Never,No,Totally disagree,Agree,Totally disagree,Totally disagree,Totally agree,Totally disagree,Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Totally agree,Totally agree,Totally agree,Disagree,Totally disagree,Totally agree,Totally disagree,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Report all covariates in the model regardless of significance,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/10/24 15:30,10/10/24 15:30,IP Address,82.0.93.164,100,29,TRUE,10/10/24 15:30,R_80TrrlJsbzkPc4A,,,,,54.9958,-1.6897,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/24 15:29,10/10/24 15:30,IP Address,83.191.97.152,100,48,TRUE,10/10/24 15:30,R_8ceg8fRMphqnl54,,,,,57.7065,11.967,email,EN,1,,I disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/24 15:33,10/10/24 15:33,IP Address,174.242.32.209,100,38,TRUE,10/10/24 15:33,R_7rk2j9AqBQYlmCO,,,,,40.3965,-80.0442,email,EN,0.5,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/24 15:24,10/10/24 15:35,IP Address,82.31.154.232,100,669,TRUE,10/10/24 15:35,R_2LBC5gOpL0GRMh5,,,,,52.9538,-1.1571,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Male,,No,United Kingdom of Great Britain and Northern Ireland,4.9,5,3.6,-4.4,-4.1,-3.5,-4.7,5,-4.6,-1.9,4.9,Agree,70,Strongly approve,Yes,70,Often,90,Strongly approve,Yes,60,Often,50,Somewhat disapprove,Yes,60,Often,90,Strongly approve,No,,Rarely,65,Somewhat disapprove,No,,Often,70,Somewhat approve,No,,Almost always,55,Somewhat disapprove,No,,Rarely,50,Somewhat approve,No,,Rarely,60,Somewhat disapprove,No,,Often,40,Somewhat disapprove,No,,Often,60,Somewhat approve,No,,Rarely,No,Neither agree nor disagree,Agree,Disagree,Totally disagree,Agree,Totally agree,Totally agree,Agree,Totally agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Totally agree,Disagree,Totally disagree,Neither agree nor disagree,Totally disagree,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Report all covariates in the model regardless of significance,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Mention the data quality issue
10/10/24 15:35,10/10/24 15:35,IP Address,130.70.16.145,100,21,TRUE,10/10/24 15:35,R_3OCBM5ky2leVxYv,,,,,30.181,-92.0477,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/24 15:19,10/10/24 15:37,IP Address,89.99.9.24,100,1078,TRUE,10/10/24 15:37,R_8AXoqp4jJdF8ZtZ,,,,,51.9081,4.4561,email,EN,1,,I agree,Yes,Yes,Early-career academic/researcher,Psychology department,,Male,,No,Netherlands,-5,-5,5,0,2.8,4.8,-0.1,-5,0,5,-5,Agree,80,Somewhat approve,Yes,2,Never,50,Somewhat disapprove,No,,Often,15,Strongly disapprove,No,,Never,60,Somewhat disapprove,No,,Rarely,99,Somewhat approve,Yes,20,Rarely,15,Strongly disapprove,No,,Rarely,80,Somewhat approve,Yes,20,Rarely,80,Somewhat disapprove,No,,Rarely,60,Strongly disapprove,No,,Never,40,Strongly disapprove,No,,Never,20,Strongly disapprove,No,,Never,No,Disagree,Totally agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Totally disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Totally agree,Totally agree,Disagree,Totally disagree,Agree,Totally disagree,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/10/24 15:15,10/10/24 15:37,IP Address,149.172.34.239,100,1335,TRUE,10/10/24 15:37,R_8OdeEtjjIc3lqcW,,,,,51.7847,6.14,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Other (please describe),Engineering department,Male,,No,Germany,5,-5,5,5,2.7,2.6,0,5,-5,4.9,-5,Agree,80,Somewhat approve,No,,Never,10,Somewhat disapprove,No,,Never,5,Somewhat disapprove,No,,Never,50,Somewhat approve,Yes,30,Almost always,70,Somewhat approve,Yes,50,Rarely,20,Somewhat disapprove,No,,Never,96,Somewhat approve,Yes,5,Never,80,Somewhat approve,No,,Rarely,90,Somewhat approve,Yes,5,Rarely,10,Somewhat disapprove,No,,Never,30,Somewhat approve,No,,Never,Yes,Totally disagree,Agree,Disagree,Totally disagree,Agree,Totally agree,Agree,Totally agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Totally agree,Disagree,Agree,Agree,Totally disagree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Continue collecting data as preregistered,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/10/24 15:37,10/10/24 15:37,IP Address,120.156.244.230,100,24,TRUE,10/10/24 15:37,R_4E5EjonUsWxQgpo,,,,,-37.8807,144.9866,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/24 15:20,10/10/24 15:38,IP Address,86.6.179.187,100,1073,TRUE,10/10/24 15:38,R_8Xra91ziMKxETUl,,,,,53.8226,-1.568,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Business school,,Prefer not to say,,No,United Kingdom of Great Britain and Northern Ireland,-2.7,2.6,-4.8,4.8,4.4,-4.7,2.6,4.5,2.6,-4.8,-4.7,Agree,50,Somewhat approve,Yes,10,Rarely,1,Somewhat disapprove,No,,Never,1,Strongly disapprove,No,,Never,10,Somewhat disapprove,No,,Never,1,Strongly disapprove,No,,Never,1,Strongly disapprove,No,,Never,50,Somewhat approve,No,,Rarely,0,Strongly disapprove,No,,Never,0,Strongly disapprove,No,,Never,1,Strongly disapprove,No,,Never,1,Strongly disapprove,No,,Never,No,Disagree,Totally agree,Disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Totally agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Totally agree,Neither agree nor disagree,Disagree,Agree,Totally disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Mention the data quality issue
